hour_of_day	day_of_week	is_weekend	review_length	user_elite	city	category	price_range	context_id
afternoon	6	1	long	1	Saint Louis	Coffee & Tea	2	14680
evening	6	1	short	1	Philadelphia	Ethnic Food	2	14681
night	1	0	long	0	Haddonfield	Pizza	2	14682
afternoon	4	0	medium	1	Maplewood	Food	2	14683
evening	2	0	long	1	St. Petersburg	Bars	2	14684
evening	4	0	long	1	Brandon	Bars	2	14685
evening	3	0	long	1	St Louis	Wine Bars	2	14686
afternoon	2	0	medium	1	Gretna	Burgers	2	14687
evening	0	0	long	1	Port Richey	Restaurants	2	14688
afternoon	5	1	long	1	Newark	Restaurants	2	14689
evening	5	1	long	1	Indianapolis	Specialty Food	2	14690
afternoon	1	0	long	1	Nashville	Burgers	1	14691
afternoon	1	0	long	1	Berlin	Food	2	14692
night	5	1	long	1	Nashville	Burgers	1	14693
night	5	1	long	1	Santa Barbara	Coffee & Tea	2	14694
evening	1	0	long	1	Clayton	Wine Bars	3	14695
night	5	1	medium	1	Philadelphia	Restaurants	3	14696
morning	5	1	long	1	Elmer	Breakfast & Brunch	2	14697
night	1	0	medium	1	New Orleans	Burgers	2	14698
afternoon	6	1	medium	1	Flourtown	Restaurants	2	14699
afternoon	4	0	long	0	New Orleans	Burgers	1	14700
night	0	0	medium	0	Saint Louis	Restaurants	2	14701
night	0	0	long	1	Philadelphia	Beer Bar	2	14702
afternoon	5	1	long	0	High Ridge	Bars	2	14703
night	4	0	long	1	Saint Charles	Food	2	14704
afternoon	0	0	medium	1	Santa Barbara	Coffee & Tea	2	14705
morning	5	1	long	0	Philadelphia	Restaurants	1	14706
night	5	1	long	1	Santa Barbara	Food	1	14707
afternoon	6	1	short	0	Affton	Food	1	14708
evening	6	1	long	0	Santa Barbara	Breakfast & Brunch	2	14709
evening	1	0	long	1	Tampa	Breakfast & Brunch	2	14710
night	1	0	medium	0	Richboro	Bars	2	14711
night	2	0	long	1	Shiloh	Fast Food	1	14712
night	1	0	long	1	Nashville	Barbeque	2	14713
afternoon	2	0	medium	1	Valley Park	Food	2	14714
evening	0	0	long	1	Cherry Hill	Bars	2	14715
night	0	0	long	1	Philadelphia	Comfort Food	1	14716
night	3	0	long	1	Wilmington	Pizza	2	14717
evening	3	0	long	1	Dunedin	Restaurants	2	14718
afternoon	5	1	medium	1	Brandon	Restaurants	1	14719
night	5	1	medium	1	Saint Charles	Food	1	14720
afternoon	4	0	long	0	Belleville	Bars	2	14721
night	3	0	long	1	St Louis	Restaurants	2	14722
evening	6	1	long	1	Tampa	Breakfast & Brunch	1	14723
evening	5	1	short	0	New Orleans	Restaurants	2	14724
evening	4	0	long	1	Cherry Hill	Bars	2	14725
morning	4	0	long	0	Gwynedd Valley	Pizza	2	14726
evening	6	1	short	1	Indianapolis	Cafes	2	14727
night	2	0	medium	1	Wayne	Coffee & Tea	2	14728
afternoon	3	0	medium	1	Gretna	Specialty Food	1	14729
evening	6	1	long	1	Metairie	Restaurants	1	14730
evening	6	1	medium	1	Clayton	Restaurants	2	14731
afternoon	2	0	short	0	Cinnaminson	Coffee & Tea	2	14732
night	3	0	medium	1	New Port Richey	Food	1	14733
night	3	0	medium	1	Wesley Chapel	Restaurants	2	14734
afternoon	2	0	long	1	Lumberton	Restaurants	2	14735
night	0	0	short	1	Philadelphia	Breakfast & Brunch	2	14736
afternoon	0	0	medium	1	North Wales	Restaurants	2	14737
evening	1	0	short	1	New Orleans	Restaurants	1	14738
evening	3	0	medium	0	Madeira Beach	Coffee & Tea	2	14739
night	2	0	long	0	Saint Louis	Wine Bars	3	14740
afternoon	0	0	medium	1	Indianapolis	Tapas Bars	2	14741
evening	1	0	short	1	Santa Barbara	Restaurants	2	14742
evening	5	1	medium	1	Philadelphia	Barbers	3	14743
night	0	0	medium	1	Tampa	Cafes	2	14744
evening	0	0	short	1	Reno	Food	1	14745
night	6	1	medium	1	Philadelphia	Dive Bars	1	14746
evening	3	0	long	0	Philadelphia	Breakfast & Brunch	2	14747
afternoon	4	0	long	1	Philadelphia	Barbeque	2	14748
night	1	0	medium	1	Tucson	Specialty Food	1	14749
evening	2	0	short	1	Metairie	Food	1	14750
night	2	0	long	1	Ewing	Food	2	14751
night	2	0	long	0	Philadelphia	Specialty Food	1	14752
night	1	0	long	1	New Orleans	Coffee & Tea	1	14753
afternoon	6	1	medium	0	Philadelphia	Food	1	14754
night	2	0	long	1	Moorestown	Cafes	2	14755
afternoon	1	0	long	1	Lambertville	Breakfast & Brunch	2	14756
afternoon	5	1	long	1	Runnemede	Restaurants	2	14757
afternoon	5	1	medium	1	Sparks	Restaurants	2	14758
evening	0	0	long	1	Saint Petersburg	Breakfast & Brunch	2	14759
afternoon	4	0	medium	1	St. Louis	Restaurants	1	14760
evening	2	0	long	1	Palm Harbor	Restaurants	3	14761
evening	3	0	short	1	Swansea	Burgers	2	14762
afternoon	5	1	short	1	Harvey	Restaurants	2	14763
evening	1	0	long	1	Edwardsville	Bars	2	14764
night	1	0	medium	0	Metairie	Restaurants	1	14765
afternoon	0	0	long	1	Saint Louis	Live/Raw Food	2	14766
night	2	0	long	1	New Orleans	Food Stands	2	14767
evening	0	0	long	0	East Norriton	Food	1	14768
afternoon	5	1	medium	1	Nashville	Restaurants	2	14769
night	0	0	long	1	Philadelphia	Specialty Food	2	14770
night	2	0	long	1	St Louis	Wine Bars	2	14771
night	2	0	long	1	Bensalem	Restaurants	2	14772
night	4	0	medium	0	Lutz	Restaurants	2	14773
night	2	0	medium	1	Tampa	Restaurants	1	14774
night	0	0	long	1	St Louis	Restaurants	2	14775
night	0	0	long	0	St. Louis	Cocktail Bars	2	14776
night	4	0	medium	0	Wilmington	Comfort Food	2	14777
evening	6	1	medium	1	Southwest Tampa	Wine Bars	1	14778
afternoon	6	1	long	1	New Orleans	Bars	1	14779
night	2	0	long	0	Saint Louis	Restaurants	1	14780
afternoon	0	0	long	0	Woodbury	Restaurants	2	14781
afternoon	5	1	medium	0	Conshohocken	Barbers	2	14782
afternoon	6	1	medium	1	Indianapolis	Barbeque	2	14783
evening	4	0	long	1	Tampa	Cafes	1	14784
night	5	1	long	1	St Louis	Wine Bars	2	14785
night	5	1	short	0	Santa Barbara	Comfort Food	2	14786
afternoon	2	0	short	0	Santa Barbara	Barbers	2	14787
afternoon	4	0	medium	1	Tucson	Food	1	14788
evening	4	0	medium	0	Sunset Hills	Coffee & Tea	1	14789
evening	4	0	long	1	Nashville	Comfort Food	1	14790
evening	1	0	medium	1	St. Louis	Restaurants	1	14791
evening	1	0	medium	1	Conshohocken	Food	2	14792
afternoon	4	0	long	0	High Ridge	Bars	2	14793
afternoon	3	0	long	1	Edmonton	Food	2	14794
morning	4	0	long	1	Ballwin	Burgers	2	14795
night	5	1	long	1	Santa Barbara	Breakfast & Brunch	2	14796
morning	4	0	long	0	Philadelphia	Restaurants	1	14797
morning	1	0	medium	1	Kenner	Restaurants	1	14798
afternoon	6	1	long	1	Tucson	Cafes	2	14799
night	0	0	long	1	New Orleans	Food Stands	2	14800
evening	1	0	medium	0	Exton	Restaurants	2	14801
night	2	0	long	1	Collingswood	Sushi Bars	1	14802
night	5	1	medium	1	New Orleans	Specialty Food	2	14803
night	6	1	medium	0	Tucson	Restaurants	1	14804
evening	2	0	long	1	Saint Louis	Cafes	1	14805
evening	5	1	medium	0	Santa Barbara	Soul Food	1	14806
evening	1	0	medium	1	Metairie	Ethnic Food	2	14807
night	6	1	long	0	Santa Barbara	Restaurants	4	14808
evening	1	0	long	1	Paoli	Restaurants	2	14809
evening	1	0	long	1	Clayton	Restaurants	3	14810
afternoon	4	0	long	0	Glassboro	Food	1	14811
afternoon	6	1	medium	1	Oro Valley	Restaurants	2	14812
afternoon	2	0	long	1	Blue Bell	Restaurants	1	14813
afternoon	4	0	medium	1	St. Pete Beach	Restaurants	1	14814
morning	0	0	long	1	Tampa	Cafes	2	14815
afternoon	2	0	long	1	Reno	Breakfast & Brunch	2	14816
evening	0	0	short	1	Philadelphia	Bars	2	14817
night	3	0	long	1	Gretna	Restaurants	2	14818
evening	0	0	short	1	Doylestown	Restaurants	1	14819
night	3	0	medium	1	East Norriton	Restaurants	2	14820
evening	0	0	long	1	New Hope	Food	1	14821
night	6	1	medium	0	West Chester	Restaurants	2	14822
night	4	0	long	1	Chesterfield	Food	1	14823
evening	5	1	short	0	Hermitage	Restaurants	2	14824
night	6	1	medium	1	New Orleans	Coffee & Tea	2	14825
evening	6	1	medium	1	Metairie	Restaurants	2	14826
afternoon	3	0	medium	1	Harvey	Restaurants	2	14827
afternoon	0	0	long	1	Tampa	Beer Bar	2	14828
evening	3	0	short	1	Philadelphia	Ethnic Food	2	14829
afternoon	3	0	long	1	Indianapolis	Comfort Food	2	14830
evening	2	0	long	1	Tampa	Food	1	14831
afternoon	1	0	medium	1	New Orleans	Gay Bars	2	14832
afternoon	3	0	short	1	Fishers	Food Stands	2	14833
evening	3	0	medium	1	Treasure Island	Bars	2	14834
afternoon	5	1	long	0	New Orleans	Dive Bars	2	14835
evening	3	0	long	1	Saint Louis	Wine Bars	3	14836
morning	2	0	long	0	Saint Louis	Food	1	14837
evening	2	0	medium	1	Carpinteria	Restaurants	2	14838
afternoon	0	0	medium	0	New Orleans	Pizza	2	14839
afternoon	4	0	medium	1	St. Pete Beach	Breakfast & Brunch	2	14840
afternoon	3	0	long	0	Saint Louis	Bars	1	14841
afternoon	2	0	long	0	Reno	Bars	2	14842
evening	2	0	short	1	Philadelphia	Restaurants	1	14843
night	3	0	medium	1	Oro Valley	Food	1	14844
morning	4	0	medium	0	Tucson	Restaurants	1	14845
evening	3	0	medium	1	St. Louis	Cocktail Bars	2	14846
afternoon	6	1	long	1	Sewell	Bars	2	14847
afternoon	5	1	long	1	Haddon Heights	Food	1	14848
afternoon	2	0	long	1	Cherry Hill	Sports Bars	3	14849
afternoon	2	0	medium	1	Tampa	Beer Bar	2	14850
afternoon	1	0	long	1	Tucson	Burgers	2	14851
morning	4	0	long	1	Belleville	Sports Bars	2	14852
night	5	1	long	1	Saint Louis	Restaurants	3	14853
night	2	0	long	1	Voorhees	Restaurants	2	14854
afternoon	6	1	long	1	St Louis	Pizza	1	14855
evening	3	0	long	1	Edmonton	Bars	2	14856
morning	0	0	long	0	Saint Louis	Restaurants	1	14857
evening	4	0	short	0	Edmonton	Bars	2	14858
morning	3	0	long	1	Havertown	Restaurants	2	14859
evening	2	0	short	0	Edmonton	Pizza	2	14860
evening	4	0	short	0	Warrington	Restaurants	2	14861
night	3	0	medium	1	Tucson	Bars	1	14862
morning	6	1	medium	1	Indianapolis	Restaurants	2	14863
evening	1	0	medium	0	Franklin	Restaurants	1	14864
night	5	1	medium	0	Tampa	Sushi Bars	2	14865
afternoon	6	1	long	0	Edwardsville	Restaurants	1	14866
night	5	1	short	1	St. Louis	Bars	2	14867
evening	3	0	medium	1	Garden City	Food	2	14868
afternoon	2	0	long	1	Boise	Breakfast & Brunch	2	14869
night	6	1	long	1	Avon	Restaurants	2	14870
afternoon	1	0	long	1	Fairless Hills	Restaurants	2	14871
night	1	0	long	1	Bala Cynwyd	Restaurants	2	14872
afternoon	3	0	long	1	Oldsmar	Restaurants	2	14873
night	5	1	long	1	Santa Barbara	Restaurants	4	14874
evening	3	0	medium	1	Philadelphia	Restaurants	4	14875
afternoon	0	0	medium	1	Saint Louis	Restaurants	1	14876
evening	1	0	medium	1	Philadelphia	Gay Bars	2	14877
evening	6	1	medium	1	Philadelphia	Gay Bars	2	14878
evening	2	0	short	1	Philadelphia	Bars	2	14879
afternoon	4	0	medium	0	Shiloh	Breakfast & Brunch	2	14880
evening	0	0	long	1	Nashville	Barbeque	2	14881
morning	4	0	long	1	Reno	Food	2	14882
evening	2	0	long	0	Tampa	Barbeque	2	14883
night	4	0	long	1	New Orleans	Dive Bars	1	14884
evening	5	1	long	1	Trenton	Food	1	14885
evening	0	0	medium	1	Indianapolis	Sports Bars	2	14886
evening	3	0	medium	0	Riverview	Barbeque	2	14887
afternoon	3	0	medium	1	Tucson	Food	2	14888
afternoon	2	0	medium	1	Brentwood	Restaurants	2	14889
afternoon	5	1	long	1	St Louis	Wine Bars	2	14890
morning	0	0	long	1	Haddon Heights	Food	1	14891
night	6	1	long	1	Souderton	Restaurants	2	14892
night	6	1	long	1	Conshohocken	Pizza	2	14893
night	1	0	short	0	New Orleans	Bars	2	14894
night	5	1	medium	1	New Orleans	Coffee & Tea	1	14895
night	0	0	short	1	New Orleans	Specialty Food	2	14896
evening	6	1	long	1	Collingswood	Food	2	14897
evening	6	1	medium	1	Newark	Food Stands	1	14898
night	0	0	long	0	Tampa	Restaurants	2	14899
afternoon	1	0	long	0	Exton	Restaurants	2	14900
afternoon	0	0	long	1	Hermitage	Restaurants	1	14901
night	5	1	long	1	Willow Grove	Restaurants	2	14902
afternoon	2	0	medium	1	Williamstown	Restaurants	2	14903
night	0	0	medium	0	Croydon	Food	2	14904
night	4	0	long	1	Lambertville	Bars	2	14905
evening	2	0	long	1	Titusville	Pizza	2	14906
afternoon	3	0	long	0	New Orleans	Breakfast & Brunch	2	14907
afternoon	4	0	long	1	Indianapolis	Bed & Breakfast	2	14908
morning	3	0	long	1	Philadelphia	Food	1	14909
evening	2	0	long	1	Marlton	Food	2	14910
evening	5	1	short	1	Saint Louis	Food	1	14911
night	4	0	long	1	Brownsburg	Fast Food	1	14912
afternoon	3	0	long	1	Tucson	Fast Food	1	14913
afternoon	6	1	long	1	Hudson	Food	1	14914
evening	6	1	medium	1	Conshohocken	Bars	2	14915
afternoon	5	1	long	1	Hainesport	Burgers	1	14916
night	1	0	short	0	Tucson	Coffee & Tea	1	14917
evening	6	1	long	0	Edmonton	Restaurants	2	14918
night	2	0	long	0	Edmonton	Restaurants	3	14919
afternoon	0	0	long	1	Springfield	Food	2	14920
night	1	0	medium	1	Reno	Restaurants	2	14921
afternoon	1	0	long	1	Nashville	Soul Food	1	14922
evening	6	1	long	1	Greenwood	Food	2	14923
night	6	1	short	1	St Louis	Wine Bars	2	14924
evening	4	0	long	1	St. Louis	Restaurants	1	14925
evening	1	0	short	0	Indianapolis	Comfort Food	2	14926
night	5	1	long	1	Philadelphia	Ethnic Food	2	14927
night	0	0	long	1	Metairie	Breakfast & Brunch	2	14928
afternoon	5	1	long	1	Saint Petersburg	Bars	2	14929
night	0	0	long	1	Tampa	Food	1	14930
night	6	1	medium	1	Nashville	Burgers	1	14931
morning	1	0	medium	1	Saint Louis	Food	2	14932
afternoon	0	0	long	1	Saint Louis	Bars	4	14933
night	6	1	medium	1	Nashville	Breakfast & Brunch	2	14934
night	4	0	long	1	Reno	Fast Food	1	14935
evening	6	1	long	0	Camden	Restaurants	1	14936
night	3	0	short	1	Santa Barbara	Restaurants	1	14937
night	1	0	long	1	Brentwood	Food	2	14938
afternoon	3	0	medium	1	New Orleans	Juice Bars & Smoothies	2	14939
afternoon	0	0	short	0	Tucson	Sports Bars	2	14940
evening	5	1	long	1	Tucson	Sushi Bars	2	14941
evening	3	0	long	1	Warminster	Cafes	1	14942
evening	0	0	medium	1	New Orleans	Sushi Bars	2	14943
evening	4	0	long	1	Hamilton	Bars	3	14944
night	0	0	long	1	Edmonton	Food Trucks	2	14945
night	0	0	long	1	Mullica Hill	Restaurants	2	14946
afternoon	5	1	medium	1	New Orleans	Soul Food	1	14947
night	6	1	medium	0	Brandon	Ethnic Food	2	14948
evening	5	1	long	1	King of Prussia	Restaurants	2	14949
evening	4	0	short	0	Philadelphia	Restaurants	3	14950
afternoon	3	0	medium	1	Tampa	Specialty Food	2	14951
afternoon	4	0	long	1	Woodbury Heights	Sports Bars	2	14952
night	2	0	medium	0	Tucson	Food	1	14953
night	6	1	long	1	Saint Louis	Fast Food	1	14954
afternoon	3	0	long	1	Vail	Restaurants	2	14955
night	5	1	long	1	Newark	Food Stands	1	14956
afternoon	1	0	short	1	Conshohocken	Restaurants	2	14957
evening	2	0	long	1	Meridian	Food	2	14958
evening	3	0	long	1	Kenner	Food	2	14959
morning	0	0	medium	1	Kirkwood	Restaurants	1	14960
night	3	0	medium	1	Belleville	Bars	2	14961
night	4	0	medium	1	Saint Louis	Fast Food	1	14962
evening	3	0	long	0	Sparks	Restaurants	2	14963
morning	0	0	medium	0	Tampa	Specialty Food	2	14964
afternoon	1	0	long	1	Eagle	Restaurants	2	14965
morning	3	0	long	1	Nashville	Food	1	14966
night	1	0	long	1	Meridian	Restaurants	1	14967
evening	3	0	long	1	Tampa	Wine Bars	2	14968
night	5	1	long	1	Lutz	Restaurants	2	14969
evening	5	1	long	1	Metairie	Sushi Bars	2	14970
evening	3	0	long	1	Ballwin	Restaurants	1	14971
evening	4	0	long	1	Boise City	Restaurants	1	14972
evening	1	0	long	1	Willow Grove	Pizza	1	14973
evening	5	1	medium	1	Brandon	Food	1	14974
afternoon	6	1	long	1	Brandon	Restaurants	1	14975
afternoon	4	0	long	1	Swansea	Restaurants	2	14976
night	5	1	long	0	Reno	Food	2	14977
afternoon	1	0	long	1	Saint Louis	Specialty Food	2	14978
evening	5	1	long	0	Glenside	Restaurants	2	14979
evening	3	0	long	1	W Cherry Hill	Restaurants	3	14980
night	6	1	long	1	Saint Louis	Live/Raw Food	2	14981
afternoon	1	0	long	1	Clayton	Restaurants	2	14982
evening	4	0	medium	0	Runnemede	Imported Food	2	14983
evening	2	0	long	1	Oro Valley	Restaurants	2	14984
night	0	0	medium	1	Santa Barbara	Restaurants	3	14985
night	1	0	long	1	Clearwater	Restaurants	1	14986
morning	1	0	long	1	Godfrey	Coffee & Tea	1	14987
morning	0	0	medium	1	Tampa	Bars	2	14988
evening	4	0	medium	0	Indianapolis	Sports Bars	2	14989
afternoon	3	0	medium	1	Nashville	Burgers	1	14990
morning	3	0	long	0	New Orleans	Bars	1	14991
night	5	1	long	1	Reno	Pizza	2	14992
evening	2	0	short	1	Havertown	Restaurants	2	14993
afternoon	5	1	long	1	Spanish Springs	Restaurants	1	14994
morning	6	1	long	1	Nashville	Soul Food	1	14995
morning	0	0	long	1	St. Louis	Bars	2	14996
night	3	0	short	0	Santa Barbara	Food	2	14997
evening	2	0	long	1	Metairie	Food	1	14998
night	2	0	medium	1	Indianapolis	Food	4	14999
night	4	0	long	1	Goleta	Food	2	15000
evening	3	0	long	0	Clearwater	Restaurants	1	15001
evening	6	1	long	1	Boise	Burgers	2	15002
morning	4	0	medium	1	Indian Rocks Beach	Food	1	15003
afternoon	6	1	long	1	Alton	Restaurants	1	15004
night	1	0	medium	0	Indianapolis	Restaurants	2	15005
afternoon	6	1	short	1	Broomall	Restaurants	2	15006
evening	6	1	long	1	Reno	Specialty Food	2	15007
night	1	0	long	0	Santa Barbara	Restaurants	4	15008
night	4	0	medium	1	Saint Louis	Burgers	2	15009
night	1	0	medium	1	Trenton	Food	1	15010
morning	2	0	long	1	Reno	Specialty Food	2	15011
afternoon	6	1	short	0	Saint Petersburg	Breakfast & Brunch	2	15012
morning	1	0	long	1	Trenton	Food	1	15013
afternoon	5	1	long	1	Indianapolis	Restaurants	1	15014
morning	0	0	long	1	Tucson	Food	2	15015
afternoon	5	1	long	0	Tampa	Restaurants	2	15016
night	2	0	long	1	Philadelphia	Cocktail Bars	2	15017
night	2	0	long	1	Saint Louis	Bars	3	15018
evening	1	0	long	1	Boise	Restaurants	2	15019
afternoon	4	0	medium	1	Philadelphia	Ethnic Food	2	15020
afternoon	2	0	long	1	Maplewood	Restaurants	2	15021
night	6	1	long	1	Santa Barbara	Food	1	15022
night	0	0	medium	1	Webster Groves	Restaurants	2	15023
morning	0	0	long	1	Gretna	Restaurants	2	15024
night	5	1	long	1	Philadelphia	Fast Food	1	15025
morning	0	0	medium	1	Ballwin	Food	1	15026
night	5	1	long	1	Metairie	Bar Crawl	1	15027
morning	3	0	long	1	Tampa	Restaurants	2	15028
afternoon	5	1	long	0	Ambler	Coffee Roasteries	2	15029
afternoon	2	0	medium	1	Dunedin	Restaurants	2	15030
afternoon	5	1	long	1	Philadelphia	Food Delivery Services	1	15031
night	0	0	medium	1	Webster Groves	Coffee & Tea	1	15032
evening	4	0	medium	0	Oldsmar	Restaurants	2	15033
afternoon	1	0	medium	1	St. Petersburg	Bars	1	15034
morning	6	1	long	1	Metairie	Food	1	15035
morning	2	0	long	0	New Orleans	Pizza	2	15036
night	2	0	short	1	Saint Louis	Burgers	2	15037
morning	2	0	long	1	St. Louis	Restaurants	2	15038
evening	3	0	short	0	Lutz	Restaurants	2	15039
afternoon	2	0	long	0	Newtown	Restaurants	2	15040
afternoon	0	0	long	1	Croydon	Food	2	15041
evening	1	0	medium	1	Nashville	Food	2	15042
afternoon	0	0	long	1	St. Petersburg	Restaurants	2	15043
afternoon	3	0	long	1	Bensalem	Restaurants	1	15044
afternoon	6	1	long	1	Belleville	Sports Bars	2	15045
evening	4	0	long	1	Saint Louis	Restaurants	3	15046
evening	0	0	long	1	St. Louis	Breakfast & Brunch	2	15047
afternoon	1	0	short	1	Tampa	Restaurants	2	15048
afternoon	5	1	medium	0	Brandon	Bars	2	15049
night	3	0	long	1	Indianapolis	Bars	4	15050
afternoon	2	0	long	1	Mount Lemmon	Restaurants	2	15051
night	1	0	medium	1	Philadelphia	Sushi Bars	1	15052
afternoon	3	0	medium	1	Reno	Sushi Bars	2	15053
night	6	1	long	1	Philadelphia	Dive Bars	2	15054
night	2	0	long	1	Philadelphia	Cocktail Bars	1	15055
night	0	0	medium	1	Saint Louis	Coffee & Tea	2	15056
night	0	0	medium	1	New Orleans	Bars	1	15057
afternoon	1	0	long	1	Bensalem	Restaurants	2	15058
night	3	0	medium	1	Ballwin	Restaurants	1	15059
night	6	1	medium	1	Marlton	Restaurants	1	15060
evening	2	0	long	1	Nashville	Burgers	2	15061
night	5	1	long	1	Indianapolis	Bars	1	15062
morning	2	0	short	1	Tucson	Restaurants	1	15063
evening	1	0	medium	0	Tarpon Springs	Restaurants	2	15064
night	2	0	medium	1	Tucson	Coffee & Tea	None	15065
evening	2	0	medium	1	Philadelphia	Food Trucks	1	15066
afternoon	0	0	long	1	North Wales	Wine Bars	2	15067
evening	5	1	long	1	Saint Petersburg	Cafes	2	15068
night	3	0	short	1	Santa Barbara	Coffee & Tea	1	15069
night	3	0	long	1	Nashville	Comfort Food	2	15070
afternoon	0	0	long	1	Saint Louis	Pizza	1	15071
afternoon	3	0	medium	0	New Orleans	Bars	1	15072
night	6	1	medium	1	Indianapolis	Nightlife	2	15073
night	0	0	short	0	Medford	Restaurants	1	15074
afternoon	1	0	long	1	Langhorne	Restaurants	2	15075
night	2	0	long	1	Trenton	Restaurants	2	15076
night	6	1	long	1	Madeira Beach	Restaurants	2	15077
morning	1	0	long	0	Saint Louis	Restaurants	1	15078
afternoon	2	0	medium	0	New Orleans	Sushi Bars	2	15079
afternoon	0	0	long	1	Wilmington	Pizza	2	15080
night	6	1	long	0	Franklin	Restaurants	2	15081
evening	1	0	long	1	Saint Charles	Restaurants	1	15082
night	2	0	medium	1	St. Petersburg	Wine Bars	2	15083
evening	3	0	medium	1	Saint Petersburg	Breakfast & Brunch	2	15084
night	0	0	medium	0	Tucson	Food Stands	1	15085
night	1	0	medium	1	Fairview Heights	Restaurants	2	15086
night	1	0	long	1	Saint Louis	Bars	3	15087
afternoon	1	0	long	1	St Petersburg	Restaurants	2	15088
afternoon	0	0	long	1	Bensalem	Bed & Breakfast	1	15089
evening	6	1	long	1	Santa Barbara	Bed & Breakfast	2	15090
afternoon	3	0	long	0	Reno	Burgers	2	15091
afternoon	4	0	medium	1	Wilmington	Cafes	1	15092
afternoon	6	1	long	1	Treasure Island	Bars	2	15093
afternoon	4	0	short	1	Saint Louis	Food	1	15094
evening	1	0	long	0	Philadelphia	Juice Bars & Smoothies	2	15095
evening	0	0	medium	1	Saint Louis	Bars	2	15096
night	5	1	short	0	Madison	Restaurants	2	15097
night	6	1	long	0	New Orleans	Dive Bars	2	15098
night	0	0	medium	1	Warrington	Restaurants	2	15099
evening	6	1	short	0	Philadelphia	Bars	3	15100
afternoon	6	1	long	1	Springfield	Restaurants	2	15101
night	0	0	long	0	Santa Barbara	Coffee & Tea	1	15102
night	0	0	medium	0	Tierra Verde	Restaurants	2	15103
afternoon	3	0	long	1	New Orleans	Champagne Bars	3	15104
evening	3	0	long	1	Brentwood	Bars	2	15105
afternoon	3	0	long	1	Morrisville	Restaurants	1	15106
night	0	0	medium	1	Harvey	Restaurants	1	15107
evening	1	0	medium	0	Tucson	Restaurants	2	15108
night	2	0	long	1	Mt. Laurel	Restaurants	2	15109
evening	6	1	medium	1	St. Louis	Restaurants	2	15110
afternoon	6	1	long	1	Plainfield	Food	2	15111
night	0	0	medium	1	Saint Petersburg	Restaurants	2	15112
evening	6	1	long	1	Nashville	Breakfast & Brunch	2	15113
afternoon	6	1	medium	1	Nashville	Pizza	2	15114
evening	5	1	medium	1	Clayton	Restaurants	2	15115
afternoon	5	1	long	1	St. Louis	Breakfast & Brunch	2	15116
afternoon	5	1	long	1	Shiloh	Barbeque	2	15117
evening	2	0	long	1	Malvern	Food	3	15118
afternoon	2	0	medium	1	Tucson	Restaurants	3	15119
morning	0	0	medium	1	Folsom	Food	2	15120
evening	5	1	long	1	Tucson	Dive Bars	1	15121
night	5	1	long	0	Clearwater Beach	Restaurants	3	15122
